bridge_id,bridge_number,bridge_name,host_link_id,road_link_name,road_class,region,station,corrected_longitude,corrected_latitude,chainage_from_start_of_road_km,missing_attribute_count,missing_attributes,safe_attribute_defaults_applied,legacy_backfill_field_count,legacy_backfill_sources,location_audit_status
bridge-149,B124,Oru Bridge,A008_Link06,Manibe - Maracha - Koboko,A,Northern,Arua,30.948703,3.326755,281.6,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,1,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 150,Placed on exact national road host link
bridge-150,B125,Apa Bridge,A008_Link06,Manibe - Maracha - Koboko,A,Northern,Arua,30.953963,3.33936,283.2,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,1,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 151,Placed on exact national road host link
bridge-151,B126,Kochi Bridge,A008_Link07,Koboko - Oraba(Uganda/Sudan border),A,Northern,Arua,30.94455,3.465599,298.3,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,1,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 152,Placed on exact national road host link
bridge-152,B127,Ayugi Bridge,B250_Link01,Laropi - Moyo,B,Northern,Moyo,31.826085,3.588312,20.1,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,1,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 153,Placed on exact national road host link
bridge-153,B129,Eria Bridge,B250_Link01,Laropi - Moyo,B,Northern,Moyo,31.804318,3.63008,42.2,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,1,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 154,Placed on exact national road host link
bridge-154,B134,Yii Bridge,B250_Link02,Moyo - Yumbe,B,Northern,Moyo,31.574334,3.580072,111.779,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,1,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 155,Placed on exact national road host link
bridge-155,B725,Yii,B250_Link02,Moyo - Yumbe,B,Northern,Moyo,31.574334,3.580072,111.779,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,34,km: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 155; river: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 155; owner: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 155; district_council: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 155; flow: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 155; town_left: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 155; town_right: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 155; type_bridge: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 155; type_deck: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 155; type_deck_material: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 155; type_abutment_l: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 155; type_abutment_r: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 155; type_piers: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 155; type_para_rail: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 155; type_wearing_surface: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 155; type_exp_joints: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 155; approach_slab: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 155; abutment_gallery: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 155; type_bearings: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 155; no_of_span: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 155; no_of_pier: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 155; no_of_exp_joints: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 155; superload_route: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 155; weight_load_restr: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 155; scour_protection: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 155; scour_risk: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 155; bridge_len: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 155; bridge_wid: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 155; width_between_para_rail: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 155; min_bridge_roadway_width: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 155; approach_roadway_width: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 155; no_of_lane: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 155; traffic_flow_directions: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 155; comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 155,Placed on exact national road host link
bridge-156,B726,Nyawa Bridge,B250_Link02,Moyo - Yumbe,B,Northern,Moyo,31.53333,3.608758,117.8,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,1,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 157,Placed on exact national road host link
bridge-157,B135,Nyawa,B250_Link02,Moyo - Yumbe,B,Northern,Moyo,31.53333,3.608758,117.8,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,15,km: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 157; river: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 157; owner: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 157; district_council: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 157; flow: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 157; town_left: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 157; town_right: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 157; approach_slab: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 157; abutment_gallery: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 157; no_of_exp_joints: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 157; superload_route: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 157; weight_load_restr: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 157; scour_protection: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 157; scour_risk: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 157; comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 157,Placed on exact national road host link
bridge-158,B136,Kochi,B250_Link02,Moyo - Yumbe,B,Northern,Moyo,31.500728,3.575274,123.6,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,1,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 159,Placed on exact national road host link
bridge-159,B137,Jure,B250_Link03,Yumbe - Manibe,B,Northern,Arua,31.279984,3.383565,169.334,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,35,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 160; km: Historical Bridges 18062025.xlsx::Bridges row 123; river: Historical Bridges 18062025.xlsx::Bridges row 123; no_of_span: Historical Bridges 18062025.xlsx::Bridges row 123; no_of_pier: Historical Bridges 18062025.xlsx::Bridges row 123; no_of_exp_joints: Historical Bridges 18062025.xlsx::Bridges row 123; no_of_lane: Historical Bridges 18062025.xlsx::Bridges row 123; owner: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 106; district_council: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 106; flow: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 106; town_left: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 106; town_right: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 106; type_bridge: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 106; type_deck: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 106; type_deck_material: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 106; type_abutment_l: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 106; type_abutment_r: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 106; type_piers: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 106; type_para_rail: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 106; type_wearing_surface: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 106; type_exp_joints: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 106; approach_slab: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 106; abutment_gallery: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 106; type_bearings: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 106; superload_route: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 106; weight_load_restr: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 106; scour_protection: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 106; scour_risk: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 106; bridge_len: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 106; bridge_wid: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 106; width_between_para_rail: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 106; min_bridge_roadway_width: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 106; approach_roadway_width: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 106; traffic_flow_directions: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 106; _historical_bms_2019_20: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 106,Placed on exact national road host link
bridge-160,B138,Dacha,B250_Link03,Yumbe - Manibe,B,Northern,Arua,31.262939,3.365956,172.533,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,1,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 161,Placed on exact national road host link
bridge-161,B139,Ore Bridge,B250_Link03,Yumbe - Manibe,B,Northern,Arua,31.20467,3.337573,181.114,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,1,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 162,Placed on exact national road host link
bridge-162,B142,Oru Bridge,B250_Link03,Yumbe - Manibe,B,Northern,Arua,31.140674,3.267843,192.734,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,4,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 163; abutment_l: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 109; abutment_r: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 109; _historical_bms_2019_20: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 109,Placed on exact national road host link
bridge-163,B143,Enyawu Bridge,B250_Link03,Yumbe - Manibe,B,Northern,Arua,31.122776,3.25326,198.9,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,4,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 164; abutment_l: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 110; abutment_r: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 110; _historical_bms_2019_20: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 110,Placed on exact national road host link
bridge-164,B144,Ayago Bridge,B251_Link01,Gulu - Olwiyo,B,Northern,Gulu,32.057063,2.617554,35.8,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,1,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 165,Placed on exact national road host link
bridge-165,B145,Ayago Bridge,A008_Link01,Karuma - Olwiyo,A,Northern,Gulu,31.965467,2.447473,38.2,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,1,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 166,Placed on exact national road host link
bridge-166,B146,Akaku,B251_Link01,Gulu - Olwiyo,B,Northern,Gulu,31.937167,2.594498,53,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,18,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 167; km: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 112; river: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 112; owner: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 112; district_council: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 112; flow: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 112; town_left: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 112; town_right: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 112; approach_slab: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 112; abutment_gallery: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 112; no_of_exp_joints: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 112; superload_route: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 112; weight_load_restr: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 112; scour_protection: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 112; scour_risk: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 112; no_of_lane: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 112; traffic_flow_directions: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 112; _historical_bms_2019_20: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 112,Placed on exact national road host link
bridge-167,B147,Itunga Bridge,B252_Link01,Lira - Puranga Bridge,B,Northern,Lira,32.932532,2.551834,35.392,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,5,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 168; abutment_l: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 113; abutment_r: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 113; remarks: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 113; _historical_bms_2019_20: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 113,Placed on exact national road host link
bridge-168,B148,Puranga Bridge,B252_Link01,Lira - Puranga Bridge,B,Northern,Lira,32.936287,2.605823,42.091,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,6,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 169; year_compl: Historical Bridges 18062025.xlsx::Bridges row 131; abutment_l: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 114; abutment_r: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 114; remarks: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 114; _historical_bms_2019_20: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 114,Placed on exact national road host link
bridge-169,B149,Atup Bridge,B252_Link02,Puranga Bridge - Corner Kilak - Pejule - Acholibur,B,Northern,Kitgum,32.949551,2.737609,58.215,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,6,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 170; year_compl: Historical Bridges 18062025.xlsx::Bridges row 132; abutment_l: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 115; abutment_r: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 115; remarks: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 115; _historical_bms_2019_20: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 115,Placed on exact national road host link
bridge-170,B150,Agora Bridge,B252_Link02,Puranga Bridge - Corner Kilak - Pejule - Acholibur,B,Northern,Kitgum,32.91386,3.14379,104.5,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,5,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 171; year_compl: Historical Bridges 18062025.xlsx::Bridges row 133; abutment_l: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 116; abutment_r: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 116; _historical_bms_2019_20: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 116,Placed on exact national road host link
